timestamps,open,high,low,close,volume,amount
2026-04-16 00:15:00,74560.0,74619.0,74523.3,74540.6,84.31,6286249.478
2026-04-16 00:20:00,74540.6,74550.0,74425.7,74456.9,530.768,39525891.6302
2026-04-16 00:25:00,74456.9,74562.3,74381.1,74560.1,206.01,15340286.4375
2026-04-16 00:30:00,74560.1,74853.9,74560.1,74817.8,709.717,53025428.0762
2026-04-16 00:35:00,74817.8,74833.5,74726.8,74732.5,186.592,13952155.9238
2026-04-16 00:40:00,74732.5,74816.2,74723.9,74726.8,115.135,8608659.2591
2026-04-16 00:45:00,74726.8,74732.7,74641.1,74668.8,84.176,6286813.3568
2026-04-16 00:50:00,74668.8,74810.0,74668.8,74714.5,80.374,6007640.0676
2026-04-16 00:55:00,74714.5,74784.4,74700.1,74770.1,68.332,5108287.8794
2026-04-16 01:00:00,74770.1,74770.2,74580.0,74645.3,148.612,11089844.2887
2026-04-16 01:05:00,74645.3,74645.3,74410.4,74549.9,204.851,15261182.974
2026-04-16 01:10:00,74549.9,74600.0,74470.1,74532.8,89.762,6688825.3644
2026-04-16 01:15:00,74532.8,74595.6,74465.3,74595.6,73.688,5490547.7856
2026-04-16 01:20:00,74595.6,74647.0,74547.7,74558.7,99.173,7399112.3154
2026-04-16 01:25:00,74558.7,74580.0,74510.0,74570.5,38.09,2839640.0641
2026-04-16 01:30:00,74570.5,74652.8,74531.2,74634.8,42.614,3178743.942
2026-04-16 01:35:00,74634.8,74637.1,74551.3,74555.8,35.103,2618339.7052
2026-04-16 01:40:00,74555.8,74665.8,74545.0,74640.3,55.323,4128396.4566
2026-04-16 01:45:00,74640.3,74668.4,74590.0,74661.4,33.616,2509072.3536
2026-04-16 01:50:00,74661.4,74661.4,74593.2,74597.6,29.89,2230684.2788
2026-04-16 01:55:00,74597.6,74620.1,74513.1,74611.2,102.881,7671920.7084
2026-04-16 02:00:00,74611.2,74714.4,74584.8,74653.6,109.721,8192097.8321
2026-04-16 02:05:00,74653.6,74718.5,74557.3,74557.3,91.025,6795359.4064
2026-04-16 02:10:00,74557.3,74699.0,74557.3,74632.6,125.046,9336314.788
2026-04-16 02:15:00,74632.6,74650.8,74566.8,74588.1,68.984,5146144.1327
2026-04-16 02:20:00,74588.1,74719.8,74588.0,74698.1,114.415,8545324.2679
2026-04-16 02:25:00,74698.1,74883.4,74670.0,74849.0,292.148,21847513.0292
2026-04-16 02:30:00,74849.0,75050.0,74848.8,74908.0,396.136,29688672.3252
2026-04-16 02:35:00,74908.0,75028.8,74888.4,75013.1,214.117,16054140.5564
2026-04-16 02:40:00,75013.1,75175.0,75013.1,75151.4,362.462,27229810.5963
2026-04-16 02:45:00,75151.4,75225.0,74868.0,74932.7,547.513,41109374.5714
2026-04-16 02:50:00,74932.7,74937.0,74758.0,74851.0,240.215,17975690.69
2026-04-16 02:55:00,74851.0,74922.5,74832.0,74844.7,204.795,15336795.9366
2026-04-16 03:00:00,74844.7,74970.6,74828.0,74951.0,102.456,7673586.6011
2026-04-16 03:05:00,74951.0,75086.9,74890.5,74891.8,234.696,17600651.3153
2026-04-16 03:10:00,74891.8,74955.6,74858.0,74902.8,142.517,10676391.4969
2026-04-16 03:15:00,74902.8,75028.3,74902.8,75028.3,93.728,7027820.0113
2026-04-16 03:20:00,75028.3,75050.0,74964.4,75024.3,40.277,3021085.7103
2026-04-16 03:25:00,75024.3,75120.0,74978.3,74994.6,175.74,13190036.1669
2026-04-16 03:30:00,74994.6,75014.3,74901.8,74929.8,166.796,12502213.5322
2026-04-16 03:35:00,74929.8,74977.0,74910.2,74935.4,54.668,4097090.8501
2026-04-16 03:40:00,74935.4,74984.9,74925.3,74934.7,45.884,3438957.6089
2026-04-16 03:45:00,74934.7,74946.3,74885.9,74893.9,52.529,3935311.425
2026-04-16 03:50:00,74893.9,74939.3,74826.0,74917.2,136.207,10198126.3667
2026-04-16 03:55:00,74917.2,74933.4,74828.7,74847.0,100.002,7488784.2379
2026-04-16 04:00:00,74847.0,74863.3,74795.6,74832.8,95.76,7165462.5153
2026-04-16 04:05:00,74832.8,74972.8,74797.1,74878.6,133.925,10030575.5951
2026-04-16 04:10:00,74878.6,74984.8,74868.8,74898.1,75.427,5651798.0815
2026-04-16 04:15:00,74898.1,74938.1,74846.6,74906.0,65.129,4876990.6865
2026-04-16 04:20:00,74906.0,74920.0,74827.4,74840.0,140.135,10490531.6619
2026-04-16 04:25:00,74840.0,74891.0,74840.0,74882.5,45.008,3369637.0333
2026-04-16 04:30:00,74882.5,74919.7,74827.2,74914.3,78.987,5912431.7913
2026-04-16 04:35:00,74914.3,74992.5,74914.3,74989.9,108.151,8105960.1718
2026-04-16 04:40:00,74989.9,75136.2,74967.7,75060.0,167.982,12606658.5693
2026-04-16 04:45:00,75060.0,75060.0,74680.0,74778.1,589.852,44141290.5452
