timestamps,open,high,low,close,volume,amount
2024-04-19 19:00:00,64183.3,64380.8,64044.7,64307.5,3178.332,204093708.4629
2024-04-19 20:00:00,64307.5,64314.4,63631.0,64026.1,4031.569,257749116.2969
2024-04-19 21:00:00,64026.1,64440.0,64021.9,64373.8,2724.145,174965282.9347
2024-04-19 22:00:00,64373.8,64489.2,63973.0,63974.7,2969.907,190677804.452
2024-04-19 23:00:00,63974.7,64094.5,62888.0,63774.8,10022.206,635691922.9049
2024-04-20 00:00:00,63774.8,64238.5,63373.7,63401.0,6743.231,429698319.5888
2024-04-20 01:00:00,63401.0,63748.4,63038.5,63620.1,4001.357,253667395.2076
2024-04-20 02:00:00,63620.1,64065.0,63493.3,63795.7,2387.306,152310141.0152
2024-04-20 03:00:00,63795.7,64002.9,63714.8,63927.4,1720.725,109927119.2467
2024-04-20 04:00:00,63927.4,64257.3,63785.1,64101.6,3156.996,202183809.8093
2024-04-20 05:00:00,64101.6,64216.9,63944.4,64120.0,1618.005,103704893.1283
2024-04-20 06:00:00,64120.0,64193.9,63913.3,64015.3,1804.158,115540011.6487
2024-04-20 07:00:00,64015.3,64130.0,63866.8,63935.9,1536.799,98327757.9954
2024-04-20 08:00:00,63935.9,63957.6,63605.0,63697.3,3427.942,218613035.5148
2024-04-20 09:00:00,63697.3,63740.6,63228.0,63580.1,6666.199,423247815.6504
2024-04-20 10:00:00,63580.1,63762.6,63332.0,63532.3,3625.607,230378478.9713
2024-04-20 11:00:00,63532.3,63899.9,63515.6,63676.2,2664.932,169824525.9578
2024-04-20 12:00:00,63676.2,63899.8,63525.9,63784.6,2308.098,147097969.5178
2024-04-20 13:00:00,63784.6,64017.9,63758.5,63836.7,2172.564,138786560.6484
2024-04-20 14:00:00,63836.7,63944.2,63704.5,63890.0,1497.528,95582527.2435
2024-04-20 15:00:00,63890.0,64949.3,63755.7,64774.9,8520.833,549033770.2645
2024-04-20 16:00:00,64774.9,64946.0,64410.0,64710.6,5650.269,365358533.8993
2024-04-20 17:00:00,64710.6,65407.0,64710.5,65170.0,8650.506,563453609.3663
2024-04-20 18:00:00,65170.0,65277.7,64768.6,64922.0,4070.21,264516048.5414
2024-04-20 19:00:00,64922.0,64968.7,64780.0,64839.0,2727.882,176875635.3753
2024-04-20 20:00:00,64839.0,65006.6,64581.3,64690.6,2972.528,192484630.3363
2024-04-20 21:00:00,64690.6,64798.8,64582.5,64694.4,1500.061,97055612.9777
2024-04-20 22:00:00,64694.4,64748.9,64520.0,64580.0,1804.985,116631065.383
2024-04-20 23:00:00,64580.0,64957.0,64578.6,64900.0,1559.918,101102198.0996
2024-04-21 00:00:00,64900.0,64925.5,64566.0,64730.0,1560.24,100990360.823
2024-04-21 01:00:00,64730.0,65096.6,64693.0,64917.7,1588.223,103136701.3239
2024-04-21 02:00:00,64917.7,65365.8,64890.0,65270.1,3348.369,218225829.734
2024-04-21 03:00:00,65270.1,65694.2,65060.0,65147.2,4524.719,295842514.1282
2024-04-21 04:00:00,65147.2,65172.2,64810.0,65031.1,2677.011,173949293.1859
2024-04-21 05:00:00,65031.1,65218.0,64939.2,64997.4,1472.624,95847031.8614
2024-04-21 06:00:00,64997.4,65180.0,64899.2,65026.1,1145.562,74525229.6415
2024-04-21 07:00:00,65026.1,65145.7,64867.0,65108.0,2017.062,131112806.653
2024-04-21 08:00:00,65108.0,65203.2,64900.0,64907.2,1922.906,125027279.0047
2024-04-21 09:00:00,64907.2,64970.4,64695.9,64880.1,2625.151,170210034.8255
2024-04-21 10:00:00,64880.1,64950.0,64747.0,64927.0,1767.461,114656431.0527
2024-04-21 11:00:00,64927.0,65436.2,64921.0,65201.8,5244.831,342018428.1809
2024-04-21 12:00:00,65201.8,65350.0,64881.0,64970.0,3088.36,201105624.4294
2024-04-21 13:00:00,64970.0,65213.8,64742.0,64844.5,3718.071,241456730.099
2024-04-21 14:00:00,64844.5,65008.7,64750.0,64863.0,2087.265,135459812.7038
2024-04-21 15:00:00,64863.0,65124.0,64838.8,65021.8,1961.151,127496454.6543
2024-04-21 16:00:00,65021.8,65069.4,64200.0,64547.1,10544.399,680361525.6818
2024-04-21 17:00:00,64547.1,64854.4,64495.6,64786.8,2060.135,133232090.7184
2024-04-21 18:00:00,64786.8,64838.5,64551.0,64752.1,1324.888,85765377.7994
2024-04-21 19:00:00,64752.1,64837.0,64500.0,64507.9,1539.339,99557662.6041
2024-04-21 20:00:00,64507.9,64690.8,64300.0,64623.2,2807.845,181112165.5653
2024-04-21 21:00:00,64623.2,65149.9,64607.4,64637.7,4517.498,293133457.0607
2024-04-21 22:00:00,64637.7,65094.7,64528.1,65004.8,3495.411,226889853.3821
2024-04-21 23:00:00,65004.8,65044.7,64831.5,64910.9,1064.39,69110417.391
2024-04-22 00:00:00,64910.9,65135.3,64735.0,64879.9,1921.71,124766510.3163
2024-04-22 01:00:00,64879.9,65683.3,64557.9,64638.3,9340.218,607512858.717
2024-04-22 02:00:00,64638.3,64839.4,64463.1,64782.5,2159.128,139630933.3749
2024-04-22 03:00:00,64782.5,66089.1,64725.1,65691.3,10106.552,662319879.3837
2024-04-22 04:00:00,65691.3,65866.2,65489.3,65716.8,3888.721,255471719.3715
2024-04-22 05:00:00,65716.8,66390.0,65679.4,66350.0,5199.374,343484751.7658
2024-04-22 06:00:00,66350.0,66385.2,66125.0,66279.5,3274.771,216949584.0807
2024-04-22 07:00:00,66279.5,66455.0,65928.9,65936.0,3180.417,210334231.2118
2024-04-22 08:00:00,65936.0,66180.0,65877.0,65936.1,2488.241,164286511.4274
2024-04-22 09:00:00,65936.1,66031.4,65753.0,65914.4,1869.694,123189824.5849
2024-04-22 10:00:00,65914.4,66123.0,65860.4,66017.5,2154.299,142183639.9433
2024-04-22 11:00:00,66017.5,66080.8,65655.8,65847.9,3267.525,215154376.0568
2024-04-22 12:00:00,65847.9,65973.6,65562.6,65970.4,3647.448,240034364.822
2024-04-22 13:00:00,65970.4,66230.0,65629.8,66070.0,6802.924,448811762.9786
2024-04-22 14:00:00,66070.0,66443.8,65900.3,65990.1,6611.447,437680423.3008
2024-04-22 15:00:00,65990.1,66056.8,65601.0,65961.8,5050.386,332437453.9406
2024-04-22 16:00:00,65961.8,66380.0,65872.3,66122.0,4571.649,302312838.7378
2024-04-22 17:00:00,66122.0,66798.9,66104.0,66480.0,7908.819,526287852.1427
2024-04-22 18:00:00,66480.0,66653.2,66242.4,66280.1,3234.634,214946046.9918
2024-04-22 19:00:00,66280.1,66586.2,66070.0,66481.5,2852.48,189080307.2463
2024-04-22 20:00:00,66481.5,66733.1,66335.7,66468.5,2812.696,187137849.1817
2024-04-22 21:00:00,66468.5,66536.6,66261.9,66481.9,1886.514,125283292.8082
2024-04-22 22:00:00,66481.9,67190.0,66481.9,66987.7,5367.66,358983547.3166
2024-04-22 23:00:00,66987.7,67198.9,66737.6,66770.3,4521.849,302799291.1685
2024-04-23 00:00:00,66770.3,66995.6,66658.1,66983.9,2376.62,158752199.2385
2024-04-23 01:00:00,66983.9,67145.7,66728.7,66738.5,2907.076,194686096.0216
2024-04-23 02:00:00,66738.5,66875.3,66510.0,66578.9,1796.098,119808918.6437
2024-04-23 03:00:00,66578.9,66724.1,66365.7,66398.4,2104.528,140058495.8215
2024-04-23 04:00:00,66398.4,66540.3,66115.0,66208.9,3524.769,233741950.5466
2024-04-23 05:00:00,66208.9,66570.6,66158.7,66457.2,2594.695,172221092.6003
2024-04-23 06:00:00,66457.2,66620.0,66261.0,66346.5,1982.468,131766659.0548
2024-04-23 07:00:00,66346.5,66429.5,65935.8,66065.3,3986.948,263777233.5484
2024-04-23 08:00:00,66065.3,66226.3,65915.0,66182.1,2843.307,187845806.9932
2024-04-23 09:00:00,66182.1,66277.3,66015.8,66043.3,1840.898,121807665.1224
2024-04-23 10:00:00,66043.3,66300.0,66033.5,66189.0,1655.796,109589577.0352
2024-04-23 11:00:00,66189.0,66216.8,65821.3,66022.4,3477.37,229438023.2177
2024-04-23 12:00:00,66022.4,66143.8,65750.0,66104.5,2849.8,187997442.6164
2024-04-23 13:00:00,66104.5,66548.3,66020.1,66474.4,5798.014,384572899.446
2024-04-23 14:00:00,66474.4,67110.0,66379.4,66883.9,13817.754,922754400.4677
2024-04-23 15:00:00,66883.9,66906.4,66290.0,66398.1,5653.873,376268030.2413
2024-04-23 16:00:00,66398.1,66799.5,66320.9,66723.8,3414.819,227508138.9747
2024-04-23 17:00:00,66723.8,66897.4,66546.4,66729.4,2628.132,175339363.2756
2024-04-23 18:00:00,66729.4,66823.0,66547.2,66761.4,1840.637,122795083.6038
2024-04-23 19:00:00,66761.4,66761.5,66354.4,66457.7,2291.856,152438536.4108
